City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,vuktyl,63.8567,57.3094,-1.4,88,45,2.25,RU,1729892012
367,yulinshi,38.2906,109.7494,11.55,57,89,4.74,CN,1729892014
368,trongsa,27.5026,90.5072,6.36,95,100,1.75,BT,1729892015
369,big bend,-26.8167,31.9333,20.52,84,41,1.75,SZ,1729892016
370,darnah,32.767,22.6367,19.7,71,3,1.45,LY,1729892017
371,yerofey pavlovich,53.9667,121.9667,-9.56,85,15,1.11,RU,1729892018
372,maceio,-9.6658,-35.7353,25.69,78,0,4.63,BR,1729891802
373,north branch,45.5113,-92.9802,14.51,36,4,5.81,US,1729892020
374,castillos,-34.1667,-53.8333,11.96,93,100,4.51,UY,1729891995
375,kizel,59.0471,57.6477,4.02,100,100,0.71,RU,1729892022
376,ebaye,8.7748,167.7392,29.01,79,40,4.63,MH,1729892023
377,sarkand,45.41,79.9186,10.63,30,78,2.31,KZ,1729892025
378,karratha,-20.7377,116.8463,28.25,28,1,3.66,AU,1729892026
379,tinghir,31.5157,-5.5343,18.54,45,36,2.63,MA,1729892027
380,macenta,8.5435,-9.471,21.44,94,86,1.14,GN,1729892028
381,kintampo,8.0563,-1.7306,24.9,83,99,2.28,GH,1729892029
382,edson,53.5835,-116.4356,7.08,36,0,4.12,CA,1729892030
383,london,51.5085,-0.1257,12.86,92,84,2.57,GB,1729891955
384,doctor arroyo,23.6667,-100.1833,25.32,24,0,0.95,MX,1729892032
385,dolores,-36.3132,-57.6792,11.12,85,100,9.11,AR,1729892033
386,bardai,11.65,7.2333,23.4,31,100,2.29,NG,1729892035
387,rio claro,-22.4114,-47.5614,24.35,79,100,2.07,BR,1729892024
388,kapa'a,22.0752,-159.319,27.49,78,100,3.6,US,1729892037
389,el jadid,33.2549,-8.506,19.31,69,96,7.32,MA,1729892038
390,laojunmiao,39.8333,97.7333,5.17,51,100,1.3,CN,1729892039
391,afaahiti,-17.75,-149.2833,23.12,80,100,11.14,PF,1729892040
392,penzance,50.1186,-5.5371,13.38,81,10,11.95,GB,1729892041
393,isangel,-19.55,169.2667,28.13,65,57,1.73,VU,1729892042
394,mount pearl,47.5166,-52.7813,16.85,97,100,9.26,CA,1729891816
395,ocean city,39.2776,-74.5746,18.33,43,0,3.13,US,1729892044
396,nyurba,63.2842,118.3319,-19.46,100,100,1.04,RU,1729892046
397,sogndal,61.2283,7.1003,8.21,93,75,0.0,NO,1729892047
398,san juan,-31.5375,-68.5364,19.99,33,1,4.61,AR,1729891960
399,prince rupert,54.3161,-130.3201,9.05,65,0,6.17,CA,1729891987
400,tonga,-20.0,-175.0,24.7,80,0,7.74,TO,1729892050
401,artesia,33.8658,-118.0831,26.82,59,0,3.09,US,1729892051
402,mourmelon-le-grand,49.1326,4.3642,11.82,94,0,2.06,FR,1729892052
403,shixing,24.9482,114.0657,18.4,69,100,1.25,CN,1729892053
404,kalianget,-7.05,113.9333,27.58,76,1,2.33,ID,1729892054
405,ocho rios,18.4025,-77.1048,28.43,85,40,5.65,JM,1729892055
406,shinshiro,34.9,137.5,19.65,86,100,1.41,JP,1729892057
407,caconda,-13.7333,15.0667,18.54,76,57,2.87,AO,1729892058
408,pangody,65.85,74.4859,-5.8,96,98,3.37,RU,1729892059
409,mediesu aurit,47.7833,23.15,9.32,71,0,2.15,RO,1729892060
410,tando muhammad khan,25.123,68.5358,27.28,47,0,4.19,PK,1729892061
411,chilaw,7.5758,79.7953,26.34,80,100,1.19,LK,1729892062
412,varpalota,47.1994,18.1395,10.52,68,21,1.74,HU,1729892063
413,colares,38.7992,-9.4469,14.07,83,56,9.26,PT,1729892064
414,didymoteicho,41.3481,26.4961,9.45,76,0,1.5,GR,1729892065
415,hadibu,12.65,54.0333,26.84,82,87,1.91,YE,1729892067
416,batangafo,7.3008,18.2833,22.58,95,99,1.64,CF,1729892068
417,luwuk,-0.9516,122.7875,23.38,82,100,1.67,ID,1729892069
418,playa vicente,17.8333,-95.8167,26.92,78,6,3.34,MX,1729892070
419,aketi,2.7388,23.7833,22.56,94,99,0.13,CD,1729892071
420,laguna,38.421,-121.4238,25.82,32,0,2.57,US,1729891949
421,sorong,-0.8833,131.25,26.81,81,100,3.64,ID,1729892073
422,ma'rib,15.4591,45.3253,26.43,31,54,5.18,YE,1729892074
423,williams lake,52.1415,-122.1445,7.81,59,100,8.23,CA,1729892075
424,staroaleyskoye,51.0061,82.0,8.85,74,100,4.1,RU,1729892076
425,okha,53.5739,142.9478,0.85,66,93,9.52,RU,1729892078
426,flying fish cove,-10.4217,105.6791,24.82,88,75,3.6,CX,1729892079
427,tisma,12.0819,-86.0174,34.1,55,20,5.14,NI,1729892080
428,nanzhang chengguanzhen,31.7839,111.8275,12.9,70,25,2.96,CN,1729892081
429,zheleznodorozhnyy,55.7503,38.0042,4.75,85,31,1.52,RU,1729892082
430,codrington,-38.2667,141.9667,11.4,55,56,5.22,AU,1729892083
431,sona,45.4388,10.8255,15.51,96,75,1.03,IT,1729892084
432,souillac,-20.5167,57.5167,23.21,94,75,4.12,MU,1729892085
433,geraldton,-28.7667,114.6,16.23,77,75,6.69,AU,1729892086
434,khandyga,62.6667,135.6,-11.44,94,100,2.64,RU,1729892087
435,neyshabur,36.2133,58.7958,6.57,72,8,1.54,IR,1729892089
436,zhalantun,48.0,122.7167,-0.78,63,99,0.07,CN,1729892090
437,baise city,23.8997,106.6133,16.91,74,63,1.78,CN,1729892091
438,panama city beach,30.1766,-85.8055,29.07,53,0,4.12,US,1729892092
439,vostochnyy,55.8167,37.8667,2.27,84,21,1.48,RU,1729892093
440,canto do buriti,-8.11,-42.9444,34.32,26,77,3.38,BR,1729892094
441,mutuali,-14.8706,37.0044,24.89,37,96,2.12,MZ,1729892095
442,ntoum,0.3833,9.7833,24.1,95,88,1.32,GA,1729892097
443,chibougamau,49.9168,-74.3659,3.79,100,100,5.14,CA,1729892098
444,antsohihy,-14.8796,47.9875,25.06,79,37,0.52,MG,1729892099
445,paka,4.6374,103.4368,22.96,94,84,0.0,MY,1729892101
446,plastun,44.7561,136.2939,2.27,76,98,2.66,RU,1729892102
447,mahibadhoo,3.7833,72.9667,28.29,71,100,6.01,MV,1729892103
448,harstad,68.799,16.5293,4.53,95,100,10.28,NO,1729892104
449,shache,38.4167,77.2406,10.77,25,59,2.04,CN,1729892105
450,sarmiento,-45.5882,-69.07,13.15,38,97,16.53,AR,1729892107
451,mendi,-6.1761,143.6513,14.05,95,100,1.05,PG,1729892108
452,coquimbo,-29.9533,-71.3436,18.85,61,0,6.69,CL,1729891997
453,trinity beach,-16.7888,145.6968,25.94,73,40,3.6,AU,1729892110
454,prado,-17.3411,-39.2208,25.15,79,100,8.41,BR,1729892112
455,brasileia,-11.0161,-68.7481,28.25,78,75,2.57,BR,1729892113
456,canutama,-6.5339,-64.3831,33.04,40,100,0.67,BR,1729892115
457,la passe,45.5549,-0.8967,13.16,89,100,2.84,FR,1729892117
458,kayangel,8.0823,134.7173,28.25,78,89,13.34,PW,1729892118
459,severnoye,56.3491,78.3619,6.05,88,98,4.53,RU,1729892119
460,dossor,47.5272,52.9811,9.51,67,92,3.35,KZ,1729892120
461,hengyang,26.8881,112.615,15.0,66,8,2.14,CN,1729892121
462,kenai,60.5544,-151.2583,2.3,68,100,10.29,US,1729892122
463,palmer,42.1584,-72.3287,15.13,42,6,1.43,US,1729892123
464,sibolga,1.7427,98.7792,25.33,87,100,0.63,ID,1729892124
465,pangai,-19.8,-174.35,27.06,74,40,3.6,TO,1729892125
466,magadan,59.5667,150.8,-6.22,92,97,3.75,RU,1729892127
467,maintirano,-18.0667,44.0167,25.87,79,0,2.67,MG,1729892128
468,grevena,40.0845,21.4274,10.09,69,7,0.98,GR,1729892129
469,mosjoen,65.836,13.1908,5.29,87,75,0.0,NO,1729892130
470,gurmatkal,16.8667,77.4,20.14,73,56,3.39,IN,1729892131
471,morondava,-20.2833,44.2833,24.73,82,1,2.71,MG,1729892132
472,badagry,6.4167,2.8833,25.9,87,93,2.62,NG,1729892134
473,tralee,52.2704,-9.7026,9.99,91,72,3.12,IE,1729892136
474,san jose de jachal,-30.2406,-68.7469,18.19,33,3,2.91,AR,1729891940
475,yongchuan,29.3514,105.8947,19.67,91,96,1.5,CN,1729892138
476,palangkaraya,-2.2,113.8333,23.05,99,90,1.02,ID,1729892139
477,price,39.5994,-110.8107,16.56,25,11,2.28,US,1729892140
478,kuta,-8.7233,115.1723,26.97,89,75,2.57,ID,1729892141
479,rijau,11.103,5.2507,24.43,43,92,1.18,NG,1729892142
480,nyala,12.05,24.8833,26.81,22,7,3.92,SD,1729892144
481,tazovsky,67.4667,78.7,-12.61,96,54,3.32,RU,1729892146
482,tweed heads,-28.1817,153.547,22.32,68,18,4.12,AU,1729892147
483,nova vicosa,-17.8919,-39.3719,25.44,77,92,7.76,BR,1729892148
484,fernley,39.608,-119.2518,17.34,26,100,1.34,US,1729892149
485,puerto armuelles,8.2833,-82.8667,27.83,75,81,0.45,PA,1729892150
486,hailar,49.2,119.7,-3.35,68,52,2.49,CN,1729892151
487,tionk essil,12.7856,-16.5217,26.64,84,4,2.1,SN,1729892152
488,ingeniero guillermo n. juarez,-23.9,-61.85,33.12,27,25,3.88,AR,1729892155
489,bestobe,52.4994,73.0975,5.62,75,97,2.94,KZ,1729892156
490,dondo,-19.6094,34.7431,24.73,95,46,1.17,MZ,1729892157
491,petawawa,45.9001,-77.3328,9.77,64,100,2.57,CA,1729892158
492,irymple,-34.25,142.1667,17.09,29,86,4.99,AU,1729892159
493,mekhe,15.1097,-16.6218,29.98,46,76,3.7,SN,1729892160
494,masterton,-40.9597,175.6575,19.05,66,100,4.35,NZ,1729892161
495,zhezqazghan,47.7833,67.7667,5.32,87,40,2.0,KZ,1729892162
496,berdigestyakh,62.0989,126.6992,-15.73,96,96,3.26,RU,1729892163
497,vilhena,-12.7406,-60.1458,28.12,74,75,2.57,BR,1729891824
498,alice springs,-23.7,133.8833,17.75,17,5,0.51,AU,1729892166
499,'ain benian,36.8028,2.9219,18.03,78,99,1.12,DZ,1729892167
500,ouesso,1.6136,16.0517,22.37,99,100,1.07,CG,1729892168
501,ijui,-28.3878,-53.9147,20.54,76,0,3.57,BR,1729892169
502,gamay,12.3854,125.2979,24.81,93,100,1.77,PH,1729892170
503,brak,27.5496,14.2714,20.42,32,5,4.31,LY,1729892171
504,lerwick,60.1545,-1.1494,9.8,87,53,6.65,GB,1729892172
505,miramichi,47.0043,-65.4654,5.18,58,55,1.97,CA,1729892173
506,gandajika,-6.75,23.95,20.5,91,84,0.87,CD,1729892175
507,jiazi,22.8779,116.067,22.15,79,100,4.51,CN,1729892176
508,vaghodia,22.3,73.3833,23.87,52,46,1.44,IN,1729892177
509,kasongo-lunda,-6.4667,16.8167,21.76,99,100,0.72,CD,1729892178
510,vung tau,10.346,107.0843,25.84,87,100,5.6,VN,1729892179
511,newman,37.3138,-121.0208,27.96,18,100,0.64,US,1729892180
512,taulaga,-11.0553,-171.0883,28.08,80,26,9.17,AS,1729892181
513,ancud,-41.8697,-73.8203,10.74,64,65,5.2,CL,1729891888
514,albu kamal,34.45,40.9186,17.17,21,0,3.55,SY,1729892183
515,saint-francois,46.4154,3.9054,15.38,89,0,1.54,FR,1729892184
516,lodwar,3.1191,35.5973,31.77,38,65,6.23,KE,1729892187
517,florencia,43.7667,11.25,18.82,90,75,1.54,IT,1729891979
518,pudozh,61.8099,36.5345,4.5,89,91,3.26,RU,1729892189
519,taupo,-38.6833,176.0833,15.47,83,100,4.29,NZ,1729892190
520,fort mcmurray,56.7268,-111.381,6.77,48,100,1.54,CA,1729892192
521,upington,-28.4478,21.2561,19.18,11,52,3.63,ZA,1729891933
522,morehead city,34.7229,-76.726,21.12,63,0,2.57,US,1729892195
523,wanning,18.8003,110.3967,22.6,70,100,7.88,CN,1729892196
524,kakonko,-3.2828,30.9642,19.02,88,97,1.16,TZ,1729892122
525,igabi,10.7889,7.7749,21.87,40,94,1.71,NG,1729892199
526,amahai,-3.3333,128.9167,26.3,84,38,1.01,ID,1729892200
527,tsiombe,-25.3,45.4833,21.57,79,2,2.2,MG,1729892201
528,fale old settlement,-9.3852,-171.2468,28.51,79,18,8.54,TK,1729892202
529,ribeira brava,32.65,-17.0667,20.4,66,44,3.84,PT,1729892205
530,jaru,-10.4389,-62.4664,31.64,48,79,1.26,BR,1729892206
531,port isabel,26.0734,-97.2086,30.02,67,0,6.69,US,1729892207
532,harper,4.375,-7.7169,25.29,88,62,3.68,LR,1729892208
533,arrifes,37.7667,-25.7,17.18,99,5,4.16,PT,1729892209
534,tchibanga,-2.85,11.0333,21.91,98,100,0.97,GA,1729892211
535,ahar,38.4774,47.0699,6.7,53,60,2.51,IR,1729892212
536,sao miguel do araguaia,-13.275,-50.1628,28.47,60,78,1.73,BR,1729892213
537,paita,-5.0892,-81.1144,19.72,77,19,7.54,PE,1729892214
538,ebon,4.582,168.6964,28.64,69,26,4.64,MH,1729892215
539,kristiansund,63.1115,7.732,7.36,87,75,2.06,NO,1729891919
540,hasaki,35.7333,140.8333,20.93,68,100,6.43,JP,1729892217
541,guacimo,10.2104,-83.6807,25.99,97,100,0.35,CR,1729892218
542,tezu,27.9167,96.1667,20.42,85,99,0.67,IN,1729892219
543,pacific grove,36.6177,-121.9166,22.98,79,0,3.6,US,1729892221
544,tamandare,-8.7597,-35.1047,24.58,78,12,4.36,BR,1729892222
545,angaur state,6.906,134.13,28.5,74,90,13.19,PW,1729892223
546,kulhudhuffushi,6.6221,73.07,27.71,79,79,6.12,MV,1729892224
547,saudarkrokur,65.7461,-19.6394,1.05,80,43,7.68,IS,1729892008
548,chulym,55.0997,80.9572,7.07,72,91,5.36,RU,1729892226
549,bastia,42.6667,9.3333,17.39,96,75,2.06,FR,1729892227
550,realico,-35.0366,-64.2447,17.56,33,1,4.89,AR,1729892228
551,soio,-6.1349,12.3689,24.87,86,93,4.23,AO,1729892230
552,burnie,-41.0667,145.9167,12.86,70,11,4.78,AU,1729892231
553,zaragoza,41.6561,-0.8773,15.01,73,100,4.12,ES,1729891941
554,az zuwaytinah,30.9522,20.1202,20.56,61,0,4.54,LY,1729892233
555,guatrache,-37.6678,-63.5302,16.47,31,30,3.98,AR,1729892207
556,molde,62.7375,7.1591,6.91,100,100,2.06,NO,1729892235
557,carlsbad,33.1581,-117.3506,27.82,61,0,5.14,US,1729891476
